text,date,gender,dataset,title
"I remember seeing Rachelca and telling her, ""You're the first girl I ever kissed in a dream,"" (and she was). This was somewhere in the middle of a seemingly extraordinary long dream sequence. I knew perfectly well that I was dreaming, but I don't think my conscious mind ever became active enough so that I actually become lucid. I remember being in the dream and thinking, ""This is a long dream!"" I don't remember how long it seemed to last, but I can guess at the time it seemed like hours. I was glad I wasn't waking up, that's all I can say. I remember getting to this classroom where a teacher (who I thought was a substitute teacher) called me such things as the ""textbook man"" and had me put textbooks on every desk. I had eaten before in the dream, and I recall it getting close to time to eat another meal. So, I was a little upset that I might miss my meal time by passing out textbooks. Riley was there, I remember. There were candies on a table- they were caramel, about 75 or 100 of them, and I took them all. Then realizing I'd never eat them all, I put about half back on the table.
 ",2000-7-16,male,jeff,Jeff: a lucid dreamer
"I remember another long period of dreaming. First I ask someone for a cigarette, although I don't smoke. Then I am in a car and my grandfather is driving, I believe to McDonalds. He keeps changing lanes and into places that aren't really lanes. Then we're on a bridge with water on both sides and I'm scared the car might go into the water. We get to McDonalds and asks me if, ""we need to get ketchup and mushrooms?"" (mushrooms, not mustard). I didn't pick up that half-rhyme until I woke up. But then, I'm in McDonalds and he expects me to order for him (I suppose he's in the car waiting). I don't have any idea what he wants.
 ",2000-7-17,male,jeff,Jeff: a lucid dreamer
"Mrs. Pappas is saying that we have a physics test around July 5, and I find out it's a summer reading test (also, I feel I will be on vacation during this time). I am talking to Jamie, or someone who resembles her, but she still looks a bit different than usual. It's a book whose name resembles ""Gideon's Trumpet"" which is an actual book. So I make the observation that we should read that book first. Jamie tells me the book is excellent. Kate is behind me, waving and flirting but I realize it could be a trick (as soon as I walk over there she'll disappear or get smaller or something) and I'd rather keep talking to Jamie anyway, and I have another one of those thoughts about how long the dream has been going on without actually becoming consciously aware I have been dreaming. I am aware the conversation has been going on for quite a while, and we seem to get very close to each other by the time it's over. I realize even the teachers probably notice this ""bonding"" going on.
 ",2000-7-17,male,jeff,Jeff: a lucid dreamer
"I'm in my grandfather's house. The police are looking for me for something I did (this whole part of the dream, for some reason, seemed like we were in ancient Rome but it was still my grandfather's house). The police find somebody else who seems to be a friend and take him in for questioning. I see this happening and think, ""Wait, maybe they think I'm Carbon"" (I could have also said ""Carton""). We are all sad that my friend is being taken in, apparently for felony drug charges. I realize I might not see him in a long time. I take him to be living on Main St. in Plainview (who he is I still don't remember), but he can't even remember the town he lives in. I decide, since I'm not in any trouble, that I will leave the house. My mother asks where I'm going, and says I have to be back before dark for some reason (it was already getting pretty late). I say I'm going out for a walk and that I'll try to be home before dark. I see some people, like Carla and Eva (I don't nearly remember everybody) running. I try to catch up to them, but they're always just a little bit ahead of me. I finally catch up. I think I sort of hug Carla briefly in a fun kind of way and say something to her and she asks what I said. I tell her, ""Never mind"" because we're now all too busy throwing around and running with a bunch of balls. Sam catches up, he has a ball, and I kick it. I understand that he doesn't want me to touch his ball. Soon we're at this kiosk, maybe at a flea market. There's a white-haired guy selling a bunch of post cards, bookmarks, or something like that. The prices are all in French francs. I pull out my wallet and he asks, ""Hey, is that one of those old peseta's? I really want one of those"" I look at it and it says 100 pesetas, but I'm not sure it was that old. I'm about to give it to him, but then he offers me three of his ""postcards"" or whatever they are, with a picture of a certain kind of bird on the front- in exchange for the 100 pesetas. I accept, although I don't really want what he's trying to sell me. I then look to see if he's ripped me off by trading in another currency but I realize the amount I spent in pesetas seemed about equivalent to the listed price in francs.
 ",2000-7-17,male,jeff,Jeff: a lucid dreamer
"I am taking a physics class at Plainview High School. I get one of the worst grades in the class, on two assignments. I feel that some of the questions were just dumb true/false questions. I wanted to go down to the guidance office and demand an independent study of the subject. At first I thought the usual physics teacher was teaching, but then I find out it was an eccentric man who we called Mike. He was rather weird, and funny. I can't think of any specific humorous comments he made or the things he did.
 ",2000-7-19,male,jeff,Jeff: a lucid dreamer
"I am in a hotel room with a lot of beds. I find out the cast of Saved By the Bell is sleeping there, and somebody tells me not to sleep on those beds. Then, I thought I heard a TV character coming to tell me I was on his bed. I never saw him, but I assumed it was him. I saw two girls I know on the first two beds on the left. Each of them had a cat who seemed like he'd sleep right by her side the whole night. I saw my grandfather's cat, Doc, except I think it might be Laura's cat. Somebody had turned music up to blaring levels. I felt bad for Doc for having to put up with such loud noise. Then three adults in the room started smoking. (I saw Miss Mitchell there too, but she didn't seem to mind). I tried to get away from the smoke, and I wanted to tell Mr. Dell (I assumed it was another school trip, I suppose) that I can't stand the smoke and ask if I could sleep somewhere else.
 ",2000-7-19,male,jeff,Jeff: a lucid dreamer
"I was in a car with my mother up near the Plantageants' house. There was some kind of problem with the car, and I could hear a noise that wasn't quite normal. The wife was driving, and told me to turn the key in the ignition backward and that should fix the problem. Then, probably not as a direct result of turning the key, the car went flying off the side of the road (staying on its wheels and managing not to hit anything), coming very close to driving into a pond. This next scene seems like it took place in about the same place. I think I have built a saddle for my pony, and I need help, maybe getting the saddle on. I'm in somebody's yard, apparently someone who has a lot of horses and animals of their own. The owners are a Ukrainian woman and her husband, as I soon learn. She doesn't want to come and look at my pony to answer the question. She says to me, ""If you consider selling it to me, I'll have to come and look at it,"" so I told her I would consider it. The next thing I remember, I am in the woman's house with a guinea pig. She tells me that people in certain parts of the world eat guinea pigs. She said that with such calmness and matter-of-factness I supposed she wouldn't be one to blink her eyes if she saw someone trying to put a poor animal on the frying pan. Actually, I wouldn't really have been surprised if guinea pig was her favorite meal. I obviously didn't let her get close to my pig.
 ",2000-7-20,male,jeff,Jeff: a lucid dreamer
"My father shoots a gun through the ceiling in my bedroom, and he goes into his room with my brother to pick up the bullet. My parents' room is really on the same level as my own, but my father tells me that because of the way the house is built, this is possible. Then I remember seeing a girl who looks extremely familiar. She tells me her brother is Jeff Porter, and half-knowing I'm asleep I repeat the name several times so I'll remember it when I wake up. (I realize I don't know anyone by the name of Jeff Porter). She says she still has ""a period to go through with [me]"". I don't know what she means, and then for some reason, she touches her finger to my tongue.
 ",2000-7-21,male,jeff,Jeff: a lucid dreamer
"We are in another state. I remember staying with my paternal grandparents for the night. I was very cold there lying in bed next to my grandfather, and there seemed to be very few bed sheets. (Then, I remember some sort of ""educational program"" which didn't make sense to me after waking up). I got out of bed, and I remember standing there in the dark, very tired, and wondering if I'd begin to have hallucinations. I got back to bed, and my grandfather was pushed right along the edge of the bed. I asked him to push over and at last I had plenty of room to sleep. I am outside at a friend's birthday party playing volleyball. I have only socks on my feet, and see other people wearing the same. Everybody else has racquets to play volleyball with, but I don't. I go over some sort of tent or pavilion, and I see Paul. Someone asks him if Paul has known him for more than 2 years. Now I think it's his birthday, but it wasn't his party when this dream started. I am still under a tent, but now I realize there are all girls there. I didn't think I belonged there (not that I would be kicked out). I realized this when a coach started discussing the playing schedule of his volleyball or soccer team. I find myself in the kitchen of a restaurant, that seems to be in the general location of the party. I think the place was named after a fictional character. I didn't think I was supposed to be here either (I went the wrong way on the stairs and found myself in the kitchen) but some girl who works there didn't even notice as she was walking behind me. She said a few words out loud now and then but it seemed as if she was talking to herself. I could, however, telepathically catch the rest of her thoughts.
 ",2000-7-22,male,jeff,Jeff: a lucid dreamer
"I remember being in Mrs. Shaw's class and finding out what I got for grades. She gave me a C in an elective class titled ""Heather,"" which I thought was unfair because I thought we'd only had that class one or two times. I am now in Mrs. Saint's class. There is a drink on her desk, with a piece of liquorice in it for the straw. Rick asked if I liked to drink (alcohol), either that or the topic somehow came up. I kept dancing and saying I wanna learn how to dance. I saw Audrey talking to Joey and I was going to ask her if she wanted to go to a dance with me. By the time I'd asked, I thought she was Shannon who ignored me and left the room. I left to catch her (worried about leaving class and getting in trouble). I asked her again, wondering if she hadn't heard me. By this time she was yet another girl, Alison. I told her she could have at least said ""no"" but she waved bye and kept walking. I realized I didn't want to go to class (and it wouldn't matter anyway because it was a dream) so I didn't. I saw Beth and said, ""Hey Kerry! Hey, Ker!"" I was going to ask her to dance, but she dematerialized as she walked through the glass of an award case and disappeared. Then I asked this boy to dance. He said yes, and we were dancing ok but I said, ""This isn't what I want,"" and so I asked Louise who also agreed to dance. Then I remember knowing the bell was going to ring. I intuitively felt that when the bell rings, I'd probably wake up, so I tried as hard as I could to stay in the dream after the bell rang, and I managed not to wake up. Then I saw Mrs. Saint again. She didn't seem to remember me leaving class. I told her I hadn't realized the pun Rick had used before (asking about alcohol when there was ""liquor""ice on her desk). Some people were leaving the school building by now but others were staying around and moving out rather slowly. It sort of looked like a mall now that I think about it. I realized these people were stopping to ""recognize art and love.""
 ",2000-7-22,male,jeff,Jeff: a lucid dreamer
"My mother is asking me if I was at an assembly of some sort, which had taken place at school. It was the ""Association of Witches"" or something like that. I had not been to that assembly, and I was very angry that she would think I was. I had seen my uncle and my cousin at a school assembly in a preceding dream that wasn't so sure, but I didn't think it was this ""Association of Witches"" meeting. I remember going to a vacation state, or somewhere like that. But I didn't really have to go very far. It's one of those dream things that's hard to understand. I recognize the state somehow. There is a high rock with plants (maybe palm trees) and water. There is plot missing in this dream, but I cannot remember enough to clearly depict it. I now remember receiving a card, a large birthday card (larger than the size of a book) from a male teacher at Center High School. I only know one teacher at CHS in reality, and she's a female. He sent me a card telling me something to the extent that he's happy with what I've managed to accomplish, and that some teachers just don't take their jobs as seriously as they should and those teachers should be fired.
 ",2000-7-22,male,jeff,Jeff: a lucid dreamer
"I find out somewhere that a new academy is being built. It was actually a dream about a prophetic dream, because I thought I had dreamed about the precise name of the school and it was now coming true. I walk by Rachel and her friend. I was going to tell her about my dream, but decided to just walk by her and pretend I didn't see her. Next, I remember being at the Academy. I have both electronics and chemistry projects due the next day. I had my projects lying on a table, which included a few chess pieces, and Noah threw it all away. I was extremely upset. Apparently, we had been told to throw away everything that was left on the table, but Noah was taking it to the limit. I didn't dig it out of the trash. I went and told Mr. Rosetti about my problem instead. He started talking about the project being due on Friday (it was Thursday) and it was as if he didn't hear anything I told him. I am now in a large room where I see a boy. I ask if he's a junior (since I've never seen him before) and he says he is. He has a bit of facial deformation and tells me he has a disease I can't pronounce. I asked him what it was, but I can't remember his answer. I just said ""oh,"" because I couldn't think of anything else to say at that point. I also talked to a girl (I know her name but forgot it. Then later in the dream I tried to recall it again and the first name to come to me was ""Samantha."") There is a doorway that opens slightly, and inside I find a spoon, which I take. There is some writing on the walls, which I write down hoping to be able to take it back with me when I wake up. Some gang members arrive (I can't remember if this was before or after finding the spoon). I try to ward them off with the spoon. They are carrying guns, and I take a guy's hand and aim the gun the other way while the trigger goes off, making sure they don't harm anyone. In the end, I think I take their gun, or they manage to lose it somehow. We are outside in the dark. Samantha is talking to one of the gang members and is about to walk away with him. I call her, ""Samantha, I really like you!"" and sort of pleaded, trying to stop her from going. She came over to me and we hugged each other. I told her, ""I have a feeling we're going to get to know each other a lot better."" She made a comment about going to a vocational school.
 ",2000-7-24,male,jeff,Jeff: a lucid dreamer
"I am going for a merit badge, or an award of some kind in ""beauty"" or something of the sort, something girlish. Andrea is there and I know one of the requirements is that I have to drive a car. I don't quite understand. I say, ""What, do I have to drive you girls to the mall?"" We are in my front yard and start running, and eventually get on a bus (I don't know where we are at this point). I almost miss it. The door closes behind me, but opens again to let me on. We are riding on the bus and I am looking out the window. I take photographs, also hoping to be able to take these back to physical reality. There are street signs on the road. I see all of these signs, and stores. I see the names of the stores and everything, and I wonder, ""If it's my mind making up the names of the stores, why can't I be so creative when I'm awake?"". The last thing I remember is looking at a guy that looks like Mr. Levine, and then a slightly familiar looking blonde girl walks by me.
 ",2000-7-25,male,jeff,Jeff: a lucid dreamer
"I was at the park. I had these little cars in my hand, I was riding a bicycle. The I crashed into a car. The cars in my hand got bigger and I got in them. This little girl had some in her hand and wanted to drive in them. I went into a fort and this guy didn't want us to go in it. I was in the house a lot. We were at our house. John was telling a very, very, scary story. And the car came to our house. Then I thought I was in my house in bed and I woke up in my school.  And then, my teacher said we can have drinks. I got a drink. And then a little boy came up to me and he said, What's the matter and I said my mom is missing. And then he said, want to look at JC Penney? We're at JC Penney, .and I woke up.
 ",1997-10-1,male,mark,Mark: a young boy
"This little boy I thought was a person like Chuckie. I thought he was going to kill everyone in the camp. And John thought he wouldn't kill anyone.
 ",1997-11-13,male,mark,Mark: a young boy
"Me and John were in my study and this guy was climbing up on a ladder outside the house and he was black. And me and John hid and he found me. And then me and John went downstairs and he wasn't there anymore. And then we saw a guy with claws when we were in the den and we ran upstairs into John's room and then he slid. We ran into mom's room and hid under the bed and me and John laughed. And then dad came in ­ he was the guy with the claws.
 ",1997-11-15,male,mark,Mark: a young boy
"I got two tests back and I didn't get my spelling paper.
 ",1997-11-17,male,mark,Mark: a young boy
"I was in the kitchen, and John's Bugs Bunny was down here, and in the kitchen there is a little crack on the wall and we put stuff in there. And John's Bugs Bunny was in there too. And I was playing with that stuff and the Bugs Bunny kicked me by itself.
 ",1997-11-19,male,mark,Mark: a young boy
"I was in my bed and John was trying to set up a camera so it would beep and we would wake up and see what was there. And he never got it to work.
 ",1997-11-20,male,mark,Mark: a young boy
"I was at dad's house and I fell and cut my leg again ­ the same one where I got lots of stitches.
 ",1997-11-22,male,mark,Mark: a young boy
"I was at a comic store and I wanted to buy a comic. It was $1.11. And I went home and told my mom.
 ",1997-11-30,male,mark,Mark: a young boy
"I found this coin thing, and I gave it to John to see and then this girl took it and gave me 25 cents and I showed John and we were going to dad's house. We were at his house.
 ",1997-12-1,male,mark,Mark: a young boy
"I climbed up a huge tree and I had to climb down. I got down and I got through the finish line and this guy gave me a trophy that blinked.
 ",1997-12-11,male,mark,Mark: a young boy
"I lost my tooth
 ",1997-12-28,male,mark,Mark: a young boy
"I was a power ranger. The yellow one and John was the pink one. There was a big fight and we turned into fighters.
 ",1998-1-5,male,mark,Mark: a young boy
"I was walking in the hall upstairs in the house, and I was walking in my room and something jumped on me. And it was a doll.
 ",1998-1-15,male,mark,Mark: a young boy
"I was in my room and my tooth fell out by itself. I was in my bed.
 ",1998-1-28,male,mark,Mark: a young boy
"There were these robots and they were toys and they were spooky. They moved.
 ",1998-2-27,male,mark,Mark: a young boy
"I was in the den and I lost my tooth
 ",1998-3-12,male,mark,Mark: a young boy
"I was at the library. I was crying because I missed Mary [a college-age babysitter]. Sally [a known adult woman] was talking to me. Then I walked a little more.
 ",1998-3-23,male,mark,Mark: a young boy
"I was down in Washington, DC, and I was scared. I ran all the way back to [my hometown]. It took about 10 seconds to get home.
 ",1998-4-23,male,mark,Mark: a young boy
"Mom bought me two gerbils. I took them home and one got away. I ran after it and I was afraid it was going to die.
 ",1998-5-11,male,mark,Mark: a young boy
"This guy was chasing me only it really wasn't me. He chased me all around and I ran down some stairs to my room and I hid under a sofa, and the guy caught me. And that's when I woke up.
 ",1998-7-31,male,mark,Mark: a young boy
"I was at he Community Center camp (inside it looked like the downtown hospital) Me and my friend Melissa (but the person didn't really look like her) were sent out to get something. We went out and it was rainy. And we found a car and we drove in it. Melissa was driving and I was sitting next to her. I saw my mom outside so we stopped the car, but we crashed on the road next to a light post. And then we ran up to my mom and we walked up the Community Center stairs. We were wet.
 ",1998-11-29,male,mark,Mark: a young boy
"I was at this house and we were making a movie and there was a killer who killed us and the killer had keys and I said, ""Don't kill me and I'll just fake being dead because that's like part of the movie"". And the killer killed some other people. Then there was the steal killer and he stabbed me in the head but I was still alive and I saw the mark the killer made from the stab and it was cool, it was like scratches on my face. [Mark then said, ""I liked the dream because it was like a movie""]
 ",1999-2-21,male,mark,Mark: a young boy
"It was John's Bar Mitzvah. It was in my classroom and all the kids from my class were there. And it took forever. It was 1:00 p.m. and then turned to 7:00 p.m..
 ",1999-6-3,male,mark,Mark: a young boy
"All I remember was being with my two friends and I was eating something in my dream and my teeth fell out, but they were like still there. It was like the end/bottom of my teeth fell off. I remembered because I was eating in the car with my two friends that were in the dream and it just popped into my head.
 ",2012-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My dream was short but all that I can remember is that a kid from school that totally hates me with a passion and I feel the same (we hate each other), well, anyway, he was talking to me and we were having a conversation about I don't know but we were like friends again. And that's all that I can remember about it.
 ",2012-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was walking into a door and I was scared because I had to go through a room that was full of snakes and I had no protection from them. But when I was almost across I woke up. I always step on them but they don't bite.
 ",2012-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was walking down the hallway with an older guy friend as I always do and all of a sudden he grabbed my hand and everyone in the hallway spun around and said oooooo ... then continued on their way.
 ",2012-1-1,female,midwest_teens-f,Midwest teenagers (F)
"It was in a guy's house, I knew what it looked like but it wasn't the same in my dream. Me and a bunch of my friends were getting high around a table outside. I was acting stupid but so was everyone else. Then a guy took me upstairs and we had sex.
 ",2012-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Up at cabin with friends. Went in my boat, but it was really a car and we're going around the lake trying to find this certain fish, so we had a pile of rocks and we had to throw the rocks in a specific place to find this ""magical"" fish. Then it just kind of transitioned to playing softball in the woods. I wasn't disturbed at all during the dream. Pretty much relaxed through the whole thing. Friends were people I know, my age.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was in a mall with my cousin and ran into one of my old male friends - I didn't want to talk to him but we ended up going to a movie and he annoyed me and I wished I hadn't come. Next I knew I was in the mall, alone this time, and I was walking into a candy store. I didn't recognize the place but in my dream I knew where I was. The boy was 16 and we were good friends until we had a fight and haven't talked since.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"The people were me and my boy friends who's 17. The setting was in my bedroom and other places in my house. It was a very pleasant dream. My feelings were like, it felt good and I felt happy. We were in my bathroom and he set me onto the counter and we were kissing and he was between my legs. Then we went to the bathtub and took a very great bath and his sensual body touched mine. Then we went into my bedroom and had freaky sex. Then when we were done we went upstairs and my parents came home.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Took place at: somewhere I'm not sure of (can't remember), though it was some place familiar to me like a video rental store or the library. The people were me and my friend, another female I've been dating off and on. The feelings were pleasant and happy, excitement. We were just sitting there, lying around. She recited a line from the movie Reality Bites (we had watched it a couple of nights ago) and then we kissed.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"It seemed like four dreams combined into one. One was I was driving someone's car to somewhere and I never got there. It took forever so I think I was going to go to sleep. Then the next one was I was at a concert and I remember some strange guy in a mask and buying souvenirs from him later (I can't remember much of that one). Next I was at my house but it wasn't mine, it was someone else's but we were living there and I was with someone but I can't remember. Next I was at work and when I got done the same person from the last part was driving my mom's car and my mom was in the passenger's seat. They don't know each other, I remembered, so I'm not sure why they were together.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Enrique Iglesias (he's 23) and Alicia (23) (both singers) were going to sing here, but no one knew them so the manager, the one that was in charge, told me to sing for Alicia. So I was going to sing for her but I didn't know a whole song (I just knew parts of it). At the end Alicia came for real so I didn't have to sing any more for her, but I wanted to.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was with someone driving in a dark parking lot. Everything was in full color. We were in a high-speed chase. It felt like some sort of action movie. We jumped from balcony to balcony, we ran, and at one point we ran right past the cops that were also chasing these criminals. It was like a never-ending chase. Sometimes we would get back into the car and cruise in the parking lot, making sharp turns and going up and down parking ramps. I couldn't see who we were chasing though. It was exciting. The setting felt like a huge shopping center, at night.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"At home getting ready for my uncle's (who is living) funeral. I can't miss school so am reluctant to go. Then am in a big hall with uncle's casket in front. I go give my grandma a hug and say good-bye to uncle. Am suddenly going up the staircase of the chapel with a friend, telling her I know how she felt when she lost her dad. We are close to a hot fluorescent light fixture. We limbo under it. In a new school I say I don't know where to go, but surprisingly familiar. I go to my locker.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My dream took place in an area that looked like a mix between southern Arizona and Minnesota. It felt like a spring day, and I was on a beautiful well-built horse with a deep chest and strong fore and hind legs, wide back, and a smooth gait. It was a chestnut mare with a black mane and tail and a white star on a wide forehead. Birds were twittering, and I was flying at a full gallop, the thrill of the ride filling me and making me vigorous and full of life. I was happy and at peace.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was inside at a local soccer field. In real life I broke my leg and in my dream I also had a cast on my leg and I was playing soccer. Dreaming this dream I believe helped heal my leg a little faster.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was on a vacation in a tropical place, with all of my friends, no rules, no parents.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Me and a friend were in the bus stop at the mall and some girl (around my age) started talking shit. I  happened to have a 24-pack of Pepsi and started throwing them at the girl; then I started busting her over the head with the cans.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Setting was half in gym class and half overlooking the beach. It was familiar. I dreamed of old friends in California and new ones all together in one place - my age, mostly girls and people I was friends with. I was happy, completely happy. I was in gym class with my new gym teacher with old and new friends. We had to line up. I remember bright pink dice, the furry kind people hang on their car mirrors. I saw things from Minnesota and California. Then I had to go with this girl to the nurse's office and we got there by running on the beach. Along the way I kept finding pennies in the sand. That was the end.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"There were tons of people in the high school stadium, and they were all waiting for two kids fighting. The track coach told me earlier that I couldn't run ever because I wasn't at spring break practice. I got really mad and went to his office. His office was a room outside, across from the stadium full of people. I told him to come out and he did and we fought. I kicked his ass. He fell down and everyone in the stadium went crazy because I beat him up. Then I cried really hard and my 6th grade principal heard me and I cried because I still wanted to run. And then he came over and said I was a good fighter and I should run more.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was talking on the phone and the person I was talking to told me to call back in an hour, so I was in the bathroom blow-drying my hair when the doorbell rang. I answered it and it was my boy friend and he said, ""Come on, I got a surprise for you."" So we walked outside and there was a limo. We got in the limo and he gave me a dozen red roses and took me out to dinner, then back to his house to watch movies.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"It happened at a cabin, not mine though. So my parents and my sister were cleaning up and I just went out the door to go outside. It had snowed. Two guys were having a snowball fight and they asked me to join, so I did. I hit one of the guys in the face and he fell backwards. Then I grabbed some more snow and shoved his face with snow while he bent my head down and then I woke up.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I had a dream in a town, it was not familiar to me. It was dark, but the middle of the day. It was in a shopping mall, an outdoor one like a street mall. I was buying dog leashes with Tom Cruise!? We were looking for a specific color, my dog had broken her leash and she needed a new one. My dog was not actually in my dream, just mentioned. I don't remember any dialogue or talking, we simply kept moving from store to store. When we walked out, his wife (Tom Cruise's) was waiting outside in a car for us. We got in and she gave me a hi.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I had this dream where this devil guy was at my house. He was morphing into things. Example: my cat Kally. I was standing in my living room and I saw my cat Kally and a cat that looked exactly like her, so I ran to my room and grabbed the cat treats because Kally usually comes running when I shake the box. So I shook the box and Kally came running. I picked her up and said, ""Good kitty"" and Kally morphed into that devil guy. It wasn't Kally! I was so scared. The devil dude said, ""Am I a good kitty?"" Then he started laughing this devilish laugh. He told me the downstairs was on fire (we live in a duplex) and I had 5 minutes to get out. But I couldn't tell my mom there was a fire or else I would die. So I was looking for my cats cages and I couldn't find them. So I grabbed a box, threw them in there with some food and grabbed my photo album of all my friends back home. Then I told my mom to come outside with me and she said, ""No, I'm really tired."" And I said, ""Please, mom, please come outside, I have to show you something."" So she came and I told her to grab her purse. So she did. We were walking down the stairs and she said, ""Sierra, the house is on fire, Sierra, Sierra...."" and then I woke up and my mom was saying ""Sierra"" and waking me up.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My dream was about me and my boy friend, and we were getting married. It was at my church, and his family and my family and relatives were there. His mom was crying, and my bridesmaids were kinda too. All I know is that we were together forever, and no one can take that away from us. I was very happy and so was he, also all our family, friends, and relatives were so happy for us. We both love each other very much, and we were 23 when we did get married.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I went to this girl's house and she had a voice fader on her C.D. player. Her name is Cara and she is a new friend of mine. I had never seen her house before - we were in her bedroom. I asked her if I could use her voice fader to block out Mindy McCready's voice (a country singer) from her CD so I could tape just the music and use it in a singing competition. She told me I could if I paid her and I said OK.
 ",2013-1-1,female,midwest_teens-f,Midwest teenagers (F)
"The dream took place in a place that was familiar to me but I couldn't tell what it was. All of the people in the dream were friends of mine, close to my age. It was a pleasant feeling. It was something that could happen in real life, but probably wouldn't. We were all just hanging out and talking and one of the guys pulled me aside and started telling me how much he was attracted to me and how beautiful I was. I got embarrassed and turned away. Then he turned my face back and kissed me. It could happen but considering the guy in the dream it probably wouldn't.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Setting: the woods inside a castle (unfamiliar) and a friend's house (familiar). I went to visit my boy friend at his house but his best friend told me to be careful. Then the setting changed to a castle where a queen wanted to kill me for visiting boys. She chased after me until we got to a lake in the woods but we were still in the castle. They took my cloak off to behead me but when it was taken off, a bright white light flashed and when it went away, everyone was scared and they let me go. Ages: 16, 17, 20. Characters: all familiar (boy friend, friends), the queen even is a friend. It was unpleasant until I got away and then I liked it. No animals except a bird that was in the background of every scene.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I dreamt that the world would end the next day as the bible predicted it. My family was in the dream along with three of my closest friends. My friends are all the same age as me. I remember trying to say good-bye to my friends and family because I knew we all would die the next day. I can't remember specific settings, but I do remember a field/meadow where all the grass was brown. I was very stressed out throughout the dream.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My family had to go to some hospital because our exchange student had given us all a terrible rash and we had to burn all of our clothes and blankets. I was super mad at her (and was in real life also!). When I woke up I was even more upset at her.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I was at my apartment building but it was on the beach on the Pacific Ocean. My brother, dad, and I went to the shore and had a picnic. There was a lot of green foam washing up on our food. My dad went for a swim and my brother and I stayed on share to talk to an old man. The man told us a story about the lions that lived on the beach. The lions ate humans. Then everyone on the beach was running and screaming because the lions were running behind them. My brother ran into the building but I didn't make it on time so I pulled out my building key and got in the first door before the lions could get me.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I dreamed that I was flying on an airplane to Paris. I was sitting there in my seat when all of a sudden Matt Damon walks up to my row and says ""hello."" I was so excited. My heart was racing faster than I could feel it beat! He sat down next to me and we started to talk. I also remember that I was in the middle seat with Matt on my right and this really big heavy man on my left. I had to squish closer to Matt in order to sit more comfortably. But I don't think I had any objections to that!! We talked and laughed the whole way to Paris. It was great.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"My friend and I were on a religion trip to Canada. There were about 15 kids on the trip. We had two fifteen-passenger vans. I remember that we had fun and played softball.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I had a dream that my friend moved back to Minnesota from Maryland. He is 17. In my dream it was day time and we were just talking and getting reacquainted because we haven't seen each other for six years. I was happy in my dream because (I think) it is something which I really want to happen. I dreamed that we went rollerblading with him and two of our other friends, the two which I got his address from.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I dreamed that one day I came back from school and I was on the bus. Then my friends said ""Gosh, every day when our bus gets off here to drop you off, there is a car full of guys waiting for you!"" I said, ""No, they might just be waiting for someone."" I was a little afraid but then I got off the bus and they followed me. Then I walked faster, then I opened the door and ran upstairs and walked into my house and locked the door.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"I can't really remember but all I know is that we were on a camping trip and all my friends were there plus a fine boy at my school. All I know is it was pleasant because I got to look at him. I also remember that we went to the restaurant where I work.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
"Me and my friends were in track running in our swimming suits. My friends were about my age. We were running during the winter time. When we're at the end of the track we ran into a huge playground with huge slides. After that the teacher gave us junk food to eat.
 ",2014-1-1,female,midwest_teens-f,Midwest teenagers (F)
